,FP-Nystrom|x,FP-Nystrom|y,FP-Nystrom|y_std,FP-RFF|x,FP-RFF|y,FP-RFF|y_std,Cir. LP-RFF 8|x,Cir. LP-RFF 8|y,Cir. LP-RFF 8|y_std,Cir. LP-RFF 4|x,Cir. LP-RFF 4|y,Cir. LP-RFF 4|y_std
0,20.6823601227432,0.28712,0.062402745131925084,218.00386795735943,0.47244,0.009643515956330447,90.17184809016277,0.32738,0.0553478238054578,90.3371972686771,0.30392,0.04140222940857169
1,13.051757672221768,0.20834999999999998,0.020989711765529315,113.23663654937586,0.4184,0.031350007974480634,51.13906403535466,0.24567,0.01059035410172863,51.29269374072619,0.24584,0.01189774768601181
2,7.986241393489678,0.16863999999999998,0.003813056516759223,75.68468664903018,0.32751,0.05056037381190927,30.524311173740394,0.19380000000000003,0.003253152317368517,30.60370263527676,0.1946,0.00303430387403767
3,5.242683194218622,0.15228000000000003,0.003162530632262717,50.26397983451718,0.24584999999999999,0.006288720060552876,21.90194968235859,0.17285999999999999,0.002304647478466098,21.9508833872672,0.17323000000000002,0.002945946367468352
4,3.6289403062253864,0.14405,0.002625452341978416,32.2580118296079,0.19605999999999998,0.005478813740217872,14.532840052683941,0.15894999999999998,0.0012676750372236645,14.553353304169608,0.15927999999999998,0.0016557777628655448
5,19.333385020098362,,,22.770176198684755,0.17267,0.0022725756313047253,66.70991455274704,,,66.79284090139724,,
6,13.148970564244008,,,15.243457107482044,0.16009,0.0020370076092150473,46.79707454933285,,,46.88814117667373,,
7,8.709956138558123,,,193.67689909644074,,,30.650427610623545,,,30.745538907812666,,
8,4.146522307842889,,,110.90767724846657,,,20.79273602898761,,,20.833520435448918,,
9,2.831581190540054,,,74.70682067186097,,,17.83650877897047,,,17.8627410964576,,
10,21.098961100005603,,,50.35600297160643,,,79.2138140020259,,,79.40114314810886,,
11,11.707118516785796,,,32.432494099477864,,,47.26737254406157,,,47.378444770821204,,
12,7.750285665529551,,,21.285993008315728,,,27.831883976409845,,,27.91266297332433,,
13,4.964888957031723,,,15.290603220809356,,,18.925603172042518,,,18.984821986136968,,
14,3.163803790256805,,,192.95372047650798,,,16.290367067563928,,,16.341745560888707,,
15,21.837777577857192,,,104.5241872882522,,,94.21533858873413,,,94.43801235802394,,
16,12.58306667737864,,,70.17047495161067,,,63.1321031092359,,,63.33226563189547,,
17,8.838443587256767,,,47.712386075776145,,,39.14078755158923,,,39.23851631448758,,
18,4.770923668953423,,,30.376118903102757,,,22.307956599542496,,,22.347552190670726,,
19,3.3056362949201232,,,22.149796521688128,,,19.042340209324326,,,19.081395057587276,,
20,19.82525853148916,,,17.46559852816286,,,92.01440037900842,,,92.19141655129314,,
21,14.888739736797032,,,198.92411973819208,,,54.65431496632142,,,54.747437877322106,,
22,9.3032423522565,,,123.87947699976766,,,29.456929257004514,,,29.52981482610091,,
23,4.7243776572867215,,,92.62239864857936,,,21.406328981907627,,,21.436360834021286,,
24,3.3982569149897213,,,58.92739622492172,,,14.641883253860913,,,14.661436222283621,,
25,,,,32.32513333863979,,,,,,,,
26,,,,22.365631480233894,,,,,,,,
27,,,,14.077438040471993,,,,,,,,
28,,,,219.5639401281103,,,,,,,,
29,,,,117.7664896089927,,,,,,,,
30,,,,80.57332129160574,,,,,,,,
31,,,,51.889797071805425,,,,,,,,
32,,,,29.623848401528,,,,,,,,
33,,,,20.993342820071785,,,,,,,,
34,,,,15.064998258493965,,,,,,,,
